,ci_test_results,z_test_results,z_test_p_values,mean_diff
4277,False,True,0.0,-5.9
4278,False,True,0.0001,-18.6
4279,True,False,0.0772,2.9
4280,True,False,0.058,5.0
4281,True,False,0.748,0.5
4282,True,False,0.9396,0.1
4283,True,False,0.3958,0.8
4284,True,False,0.0787,-1.1
4285,True,True,0.0429,1.8
4286,True,False,0.6493,0.3
4287,True,True,0.0092,-2.5
4288,True,False,0.0666,2.6
4289,True,False,0.5057,0.5
4290,False,True,0.0,-13.2
4291,True,False,0.7369,0.5
4292,True,False,0.104,1.7
4293,False,True,0.0,-19.8
4294,False,True,0.0026,-3.0
4295,False,True,0.0005,-3.4
4296,False,True,0.0021,-4.5
4297,True,False,0.0529,-3.9
4298,True,False,0.876,0.4
4299,True,False,0.2947,3.1
4300,False,True,0.0,-6.8
4301,True,False,0.4037,1.2
4302,True,False,0.84,-0.3
4303,True,False,0.8381,1.5
4304,True,False,0.3818,1.4
4305,True,False,0.4433,1.0
4306,True,False,0.6035,0.4
4307,True,False,0.2903,-0.9
4308,True,False,0.6393,-0.3
4309,False,True,0.0052,-14.7
4310,True,False,0.537,0.8
4311,True,False,0.6887,0.5
4312,True,False,0.9288,-0.0
4313,True,False,0.3781,0.5
4314,True,False,0.0519,-6.2
4315,False,True,0.0,-112.7
4316,True,False,0.5693,-0.8
4317,True,False,0.6067,-0.7
4318,True,False,0.4834,0.4
4319,False,True,0.0002,-36.6
4320,True,False,0.1382,-2.2
4321,True,False,0.0935,1.9
4322,False,True,0.0,17.8
4323,True,False,0.2097,-1.3
4324,True,True,0.0161,-4.6
4325,True,False,0.7591,0.3
4326,True,False,0.0741,-9.8
4327,False,True,0.0038,-3.5
4328,True,False,0.1295,1.4
4329,True,False,0.8937,-0.2
4330,True,False,0.4987,3.9
4331,True,False,0.4085,-0.5
4332,True,True,0.039,2.5
4333,True,False,0.0525,2.9
4334,False,True,0.0,-22.2
4335,True,False,0.1853,0.7
4336,True,True,0.0246,-2.0
4337,True,False,0.1964,1.8
4338,True,True,0.0232,2.6
4339,True,False,0.265,1.6
4340,True,False,0.8027,-0.1
4341,True,False,0.2972,1.2
4342,True,True,0.0444,-2.6
4343,True,True,0.0316,2.4
4344,False,True,0.0003,-8.2
4345,True,False,0.9663,0.1
4346,False,True,0.0,-10.7
4347,True,False,0.4951,-0.3
4348,True,False,0.9924,-0.0
4349,True,False,0.7704,0.5
4350,True,False,0.889,-1.2
4351,True,False,0.2941,1.0
4352,True,False,0.9546,0.2
4353,False,True,0.0008,3.5
4354,True,False,0.3523,-0.8
4355,True,False,0.4719,-0.8
4356,True,False,0.0811,2.7
4357,False,True,0.0009,-2.5
4358,True,False,0.3385,2.0
4359,True,False,0.5651,1.0
4360,True,True,0.0143,7.8
4361,False,True,0.0,-14.8
4362,True,False,0.1204,-2.8
4363,True,False,0.2212,1.6
4364,True,False,0.1986,12.1
4365,True,False,0.2622,-1.2
4366,True,True,0.0079,7.0
4367,True,False,0.8058,0.2
4368,True,False,0.8338,0.4
4369,False,True,0.0011,-4.6
4370,True,False,0.1589,4.5
4371,True,False,0.5832,0.6
4372,True,False,0.1938,-2.7
4373,False,True,0.006,5.2
4374,False,True,0.0,16.9
4375,True,True,0.0249,-1.7
4376,True,False,0.8078,0.4
4377,False,True,0.0,-33.8
4378,True,True,0.0242,-3.0
4379,True,False,0.5205,-0.5
4380,True,False,0.1321,1.0
4381,False,True,0.0004,-52.9
4382,True,False,0.7879,-0.6
4383,True,False,0.3805,-1.1
4384,True,True,0.0368,1.3
4385,True,False,0.8563,0.2
4386,True,False,0.0789,4.0
4387,True,False,0.1421,0.8
4388,True,False,0.9842,0.3
4389,True,False,0.3625,-0.3
4390,True,True,0.025,2.8
4391,True,False,0.4348,-3.0
4392,True,True,0.0188,9.8
4393,True,False,0.2147,-1.7
4394,True,False,0.4746,-1.0
4395,True,False,0.16,-1.7
4396,True,False,0.0875,1.3
4397,False,True,0.0014,7.9
4398,True,False,0.5179,-1.4
4399,False,True,0.0,-8.6
4400,True,False,0.5121,-0.7
4401,True,False,0.7068,0.3
4402,False,True,0.0,-12.1
4403,True,True,0.0089,-5.5
4404,True,False,0.974,0.0
4405,False,True,0.0189,3.3
4406,True,False,0.1221,-2.1
4407,True,False,0.1336,1.0
4408,True,False,0.1377,2.7
4409,True,False,0.1034,-3.5
4410,True,False,0.1009,2.8
4411,True,False,0.5803,1.0
4412,True,False,0.1413,-1.7
4413,True,False,0.5118,0.8
4414,True,False,0.9642,-0.1
4415,True,False,0.6804,0.8
4416,True,False,0.0771,-1.1
4417,True,False,0.1765,-0.5
4418,True,False,0.0717,1.4
4419,True,False,0.9629,-0.1
4420,True,False,0.4871,-1.6
4421,False,True,0.0,-25.4
4422,True,False,0.1531,1.1
4423,True,False,0.9979,0.0
4424,True,False,0.8287,-0.1
4425,False,True,0.0,18.7
4426,True,False,0.6661,-0.8
4427,True,False,0.1478,1.1
4428,True,True,0.0364,2.2
4429,False,True,0.0,-7.1
4430,False,True,0.0,-14.1
4431,True,False,0.3321,0.9
4432,False,True,0.0025,-28.2
4433,True,False,0.1041,1.4
4434,True,True,0.0132,-1.5
4435,True,False,0.3547,-0.4
4436,False,True,0.0,-11.3
4437,True,False,0.1256,3.3
4438,True,False,0.6206,0.8
4439,False,True,0.0003,-8.6
4440,True,False,0.6643,-0.6
4441,True,False,0.5578,0.5
4442,True,False,0.343,1.1
4443,True,False,0.7926,2.2
4444,True,False,0.58,1.1
4445,True,False,0.9673,0.0
4446,True,False,0.8936,-0.1
4447,False,True,0.0,-12.8
4448,True,False,0.6416,1.2
4449,False,True,0.0025,-3.0
4450,False,True,0.0008,-3.4
4451,False,True,0.0003,-3.0
4452,False,True,0.0053,-4.9
4453,True,False,0.0565,4.9
4454,False,True,0.0053,-2.5
4455,True,False,0.5234,-0.7
4456,True,False,0.5398,0.3
4457,True,False,0.6965,0.5
4458,True,False,0.0745,-1.9
4459,True,False,0.2458,0.9
4460,True,False,0.6802,-0.3
4461,False,True,0.0001,-8.4
4462,True,False,0.7135,0.5
4463,True,False,0.7961,-0.4
4464,True,False,0.6074,0.9
4465,True,False,0.4828,1.1
4466,False,True,0.0002,3.4
4467,True,False,0.2588,-0.3
4468,True,False,0.3482,-1.9
4469,True,False,0.3088,1.5
4470,True,False,0.9735,-0.0
4471,True,False,0.9116,0.1
4472,True,False,0.338,-0.9
4473,True,False,0.1321,-1.4
4474,True,False,0.467,-0.3
4475,True,False,0.1894,-2.2
4476,True,False,0.7698,0.4
4477,True,False,0.8218,0.2
4478,True,False,0.9332,-0.2
4479,True,False,0.19,1.4
4480,False,True,0.0,-11.0
4481,True,False,0.1508,-1.6
4482,False,True,0.0,-7.4
4483,True,False,0.7033,-0.4
4484,True,False,0.1954,1.1
4485,True,False,0.079,-1.1
4486,True,False,0.3209,0.7
4487,True,True,0.0492,3.3
4488,True,False,0.5395,1.4
4489,True,False,0.1321,-2.0
4490,True,False,0.1586,1.4
4491,True,False,0.4599,0.8
4492,False,True,0.0,21.1
4493,True,False,0.6627,0.5
4494,True,True,0.0059,-7.3
4495,True,False,0.3916,-0.7
4496,True,False,0.4988,1.3
4497,True,False,0.1072,-1.5
4498,True,False,0.6438,-0.2
4499,True,False,0.9314,0.0
4500,False,True,0.0,-17.6
4501,False,True,0.0019,7.3
4502,True,False,0.8874,0.2
4503,True,False,0.9987,0.0
4504,True,False,0.6365,-0.4
4505,True,False,0.4353,0.6
4506,True,False,0.4622,-1.2
4507,True,False,0.6535,0.8
4508,True,False,0.1112,-2.6
4509,True,False,0.7243,-0.4
4510,True,False,0.8682,-0.1
4511,True,False,0.1856,1.7
4512,True,False,0.2197,1.5
4513,False,True,0.0015,-4.5
4514,True,True,0.0098,-33.4
4515,True,False,0.1813,0.6
4516,True,False,0.2437,-1.4
4517,True,False,0.1162,-2.1
4518,True,False,0.2045,2.2
4519,True,False,0.6656,-0.5
4520,True,False,0.2079,2.4
4521,True,False,0.8019,-0.3
4522,True,False,0.0681,-2.6
4523,True,False,0.8023,0.2
4524,False,True,0.0,-740.8
4525,True,False,0.471,0.5
4526,False,True,0.0,-6.8
4527,True,False,0.8196,-0.3
4528,True,False,0.9773,0.0
4529,True,False,0.9818,0.0
4530,True,False,0.6325,0.6
4531,False,True,0.0,-7.3
4532,True,False,0.8072,0.3
4533,False,True,0.0001,-16.4
4534,False,True,0.0,-7.7
4535,True,False,0.3139,-1.1
4536,True,False,0.0719,2.3
4537,False,True,0.0,18.3
4538,True,False,0.9357,-0.1
4539,True,False,0.1065,-3.0
4540,False,True,0.0005,6.4
4541,True,False,0.217,1.0
4542,True,False,0.9125,0.2
4543,True,False,0.6879,0.4
4544,True,False,0.1478,2.2
4545,True,False,0.6067,-0.7
4546,False,True,0.0,-6.2
4547,True,True,0.0176,5.5
4548,False,True,0.0005,6.5
4549,True,False,0.0503,1.7
4550,True,False,0.5749,-5.8
4551,True,False,0.5857,-0.7
4552,True,False,0.805,0.9
4553,False,True,0.0,-10.3
4554,False,True,0.0006,4.3
4555,True,False,0.8421,-0.2
4556,False,True,0.0001,-12.8
4557,True,False,0.0786,1.7
4558,True,False,0.1135,3.4
4559,True,False,0.7614,0.4
4560,True,False,0.7841,-1.1
4561,True,False,0.4624,0.8
4562,True,False,0.2673,-1.9
4563,False,True,0.0,-659.5
4564,False,True,0.0,463.1
4565,True,False,0.9898,-0.0
4566,False,True,0.0003,49.7
4567,True,False,0.5035,0.6
4568,True,False,0.1054,-1.2
4569,True,False,0.3846,-1.1
4570,True,False,0.1562,2.6
4571,False,True,0.0,-18.7
4572,True,False,0.3444,1.6
4573,True,False,0.4339,1.3
4574,True,False,0.2938,2.0
4575,True,False,0.3457,1.9
4576,True,False,0.4637,1.4
4577,False,True,0.0,268.8
4578,True,False,0.0993,-2.8
4579,True,False,0.7307,-0.2
4580,True,False,0.1312,1.0
4581,True,False,0.0772,-2.8
4582,False,True,0.0005,12.9
4583,True,True,0.0329,1.8
4584,True,False,0.274,-1.9
4585,True,False,0.6724,-164.0
4586,True,False,0.3489,-1.1
4587,True,False,0.5403,0.3
4588,True,False,0.1125,-6.0
4589,True,False,0.3001,0.9
4590,True,False,0.414,166.2
4591,True,False,0.1239,2.7
4592,True,False,0.15,-0.8
4593,False,True,0.0006,-6.9
4594,False,True,0.0,-267.1
4595,True,False,0.6016,-1.0
4596,True,False,0.3513,2.8
4597,True,False,0.6311,0.7
4598,True,False,0.6005,-0.6
4599,True,False,0.3298,-0.7
4600,True,False,0.1063,2.2
4601,True,False,0.5795,-0.6
4602,True,False,0.2762,-17.7
4603,True,False,0.5147,-0.7
4604,True,False,0.2895,-1.4
4605,True,False,0.9287,-0.1
4606,True,False,0.2797,2.3
4607,True,False,0.3882,1.0
4608,True,False,0.2182,2.5
4609,True,False,0.5214,-0.8
4610,True,False,0.0591,1.6
4611,True,False,0.9413,-0.1
4612,False,True,0.0,-114.5
4613,True,False,0.2485,0.4
4614,True,False,0.8166,-0.3
4615,True,False,0.7722,-0.4
4616,False,True,0.0,-12.9
4617,True,False,0.5987,0.5
4618,True,True,0.0164,-3.7
4619,True,False,0.6699,-0.3
4620,True,False,0.2401,1.3
4621,False,True,0.0038,-4.1
4622,True,True,0.0183,-8.9
4623,False,True,0.0,-41.1
4624,False,True,0.0,-6.3
4625,True,False,0.1041,1.3
4626,True,True,0.0323,6.6
4627,False,True,0.0,170.4
4628,True,False,0.4042,-1.0
4629,True,False,0.3399,-0.9
4630,True,False,0.393,1.2
4631,True,False,0.5978,-0.6
4632,True,False,0.9992,-0.0
4633,True,False,0.0957,-0.7
4634,False,True,0.0006,4.6
4635,True,False,0.1797,1.2
4636,False,True,0.0,-13.0
4637,True,False,0.4476,2.1
4638,True,False,0.4373,0.9
4639,True,False,0.89,0.2
4640,False,True,0.0002,-3.7
4641,False,True,0.0,91.9
4642,True,True,0.0446,-2.5
4643,False,True,0.0,-9.5
4644,True,False,0.6942,0.9
4645,False,True,0.0,12.8
4646,False,True,0.0,-11.5
4647,True,False,0.7261,0.3
4648,False,True,0.0,-38.1
4649,True,False,0.4371,0.9
4650,True,False,0.2179,-0.6
4651,True,False,0.978,-0.0
4652,True,False,0.4319,1.4
4653,True,False,0.5803,0.8
4654,True,False,0.4179,-0.9
4655,False,True,0.0165,4.0
4656,True,False,0.1325,-1.6
4657,False,True,0.0007,4.4
4658,True,False,0.7925,-0.4
4659,True,False,0.8409,0.3
4660,True,False,0.8551,-0.3
4661,True,False,0.0923,4.1
4662,True,False,0.3542,1.2
4663,True,False,0.9053,0.0
4664,True,False,0.0551,1.3
4665,True,False,0.1553,-2.8
4666,True,True,0.0473,-4.5
4667,True,False,0.2391,1.6
4668,True,False,0.089,-2.1
4669,False,True,0.0,-14.2
4670,True,False,0.8454,0.2
4671,True,False,0.3376,-0.9
4672,True,False,0.7112,0.5
4673,False,True,0.0,-4.4
4674,True,False,0.1529,1.4
4675,True,False,0.1286,-9.6
4676,True,False,0.4214,0.9
4677,True,False,0.3131,-1.7
4678,True,False,0.6715,-0.9
4679,False,True,0.0,8.9
4680,True,False,0.1383,4.0
4681,True,True,0.0329,-2.9
4682,True,False,0.556,0.2
4683,True,False,0.4566,-1.0
4684,True,False,0.4107,-1.0
4685,True,True,0.0289,2.9
4686,True,False,0.9843,0.0
4687,True,False,0.8797,0.7
4688,False,True,0.0375,2.1
4689,True,True,0.0207,-4.3
4690,False,True,0.0,-65.2
4691,True,False,0.2633,-1.4
4692,False,True,0.0006,-3.2
4693,True,False,0.9034,0.2
4694,False,True,0.0033,-6.1
4695,True,False,0.2373,-4.0
4696,True,False,0.2101,1.7
4697,True,False,0.125,-3.2
4698,False,True,0.0,11.2
4699,True,False,0.8789,-0.2
4700,False,True,0.0077,-2.0
4701,True,False,0.273,1.4
4702,True,False,0.3152,1.3
4703,True,False,0.4256,-1.2
4704,True,False,0.1818,-2.3
4705,True,False,0.8174,0.2
4706,False,True,0.0004,4.2
4707,False,True,0.0014,-12.1
4708,True,False,0.6168,0.4
4709,True,False,0.3759,-1.1
4710,True,False,0.9854,0.0
4711,True,False,0.5145,0.6
4712,False,True,0.0002,-4.4
4713,True,False,0.2727,7.3
4714,False,True,0.0018,8.1
4715,True,False,0.9146,-0.2
4716,True,False,0.21,-0.6
4717,True,False,0.7125,4.2
4718,True,False,0.1961,3.1
4719,True,False,0.6806,1.0
4720,True,False,0.6095,0.7
4721,True,False,0.5584,-0.9
4722,True,False,0.9847,-0.0
4723,True,False,0.7272,0.6
4724,False,True,0.0,-17.5
4725,True,False,0.7051,-0.4
4726,True,True,0.0129,6.1
4727,True,False,0.7944,-0.3
4728,True,False,0.1072,-3.9
4729,True,False,0.8085,0.4
4730,True,False,0.9104,0.2
4731,False,True,0.0,-18.6
4732,False,True,0.0001,-17.6
4733,True,False,0.8232,-0.2
4734,True,True,0.0481,-0.7
4735,True,False,0.475,-1.8
4736,True,False,0.9144,0.1
4737,True,False,0.8473,-0.2
4738,True,False,0.1807,3.2
4739,True,False,0.077,2.5
4740,True,False,0.2122,1.6
4741,True,False,0.6017,0.7
4742,True,False,0.2757,1.6
4743,True,False,0.7899,-0.2
4744,True,False,0.1662,3.3
4745,True,False,0.899,-0.3
4746,True,False,0.3105,6.7
4747,True,False,0.572,-0.8
4748,True,False,0.4871,1.0
4749,True,False,0.1775,1.1
4750,True,False,0.0595,-3.1
4751,True,False,0.3282,1.1
4752,True,False,0.3322,2.4
4753,False,True,0.0004,-3.8
4754,True,False,0.201,-1.8
4755,False,True,0.0,75.8
4756,True,False,0.9837,-0.0
4757,True,False,0.2223,-1.9
4758,True,False,0.8528,0.3
4759,False,True,0.0225,2.0
4760,True,False,0.3857,1.4
4761,True,False,0.7635,-0.4
4762,True,False,0.6664,-0.2
4763,True,False,0.5495,0.9
4764,True,False,0.0654,2.4
4765,True,False,0.8631,0.3
4766,False,True,0.0,15.0
4767,True,False,0.2938,-1.0
4768,False,True,0.0,-3.0
4769,True,False,0.6701,-0.7
4770,True,False,0.0519,4.3
4771,True,False,0.1011,1.5
4772,True,False,0.4824,-1.5
4773,True,False,0.2413,-6.7
4774,True,False,0.848,-0.1
4775,True,False,0.3269,-1.3
4776,True,True,0.0062,-4.1
4777,True,False,0.266,-0.7
4778,False,True,0.0,-33.9
4779,True,False,0.0845,-2.7
4780,True,False,0.4005,-0.8
4781,True,False,0.3681,1.3
4782,False,True,0.0023,-5.1
4783,False,True,0.0016,-8.2
4784,True,False,0.1828,-2.2
4785,True,False,0.3464,-0.6
4786,True,False,0.2597,1.1
4787,True,False,0.0796,-2.8
4788,True,False,0.7032,0.6
4789,True,False,0.2125,1.8
4790,True,False,0.7444,-0.2
4791,True,False,0.8768,-0.2
4792,True,False,0.2053,-1.6
4793,True,False,0.2462,-2.1
4794,True,True,0.0228,-1.7
4795,False,True,0.0,16.8
4796,True,False,0.0936,-2.5
4797,True,False,0.1349,2.8
4798,False,True,0.0,-10.8
4799,False,True,0.0,65.5
4800,False,True,0.0009,8.1
4801,True,False,0.1675,1.4
4802,False,True,0.0,-13.3
4803,False,True,0.0004,4.3
4804,True,False,0.9264,0.3
4805,True,False,0.4671,1.5
4806,True,False,0.3457,-2.4
4807,True,False,0.584,0.3
4808,True,False,0.2236,2.2
4809,True,False,0.3615,1.1
4810,True,False,0.6241,0.4
4811,True,False,0.9313,0.6
4812,True,False,0.4254,0.7
4813,True,False,0.101,-1.7
4814,True,False,0.3241,1.5
4815,False,True,0.0,-3.3
4816,True,False,0.7458,0.4
4817,True,False,0.1379,-1.9
4818,False,True,0.0,-5.9
4819,True,False,0.519,-0.3
4820,True,False,0.2364,0.7
4821,True,False,0.0609,-1.9
4822,False,True,0.0,-5.0
4823,True,False,0.9904,0.0
4824,True,False,0.5591,-6.9
4825,False,True,0.0,-10.4
4826,True,False,0.2152,-1.8
4827,True,False,0.7776,-0.4
4828,False,True,0.0,34.9
4829,True,False,0.977,0.0
4830,False,True,0.0003,-2.5
4831,True,False,0.1224,1.3
4832,True,False,0.2622,1.3
4833,True,False,0.0955,-3.0
4834,True,True,0.0446,-2.2
4835,True,False,0.0583,-0.7
4836,True,False,0.0772,3.4
4837,False,True,0.0028,-3.6
4838,True,False,0.8292,-0.3
4839,False,True,0.0003,-2.6
4840,True,False,0.1892,-1.7
4841,True,False,0.4872,-0.5
4842,True,False,0.763,-0.4
4843,True,False,0.571,-0.2
4844,False,True,0.0002,-4.2
4845,True,False,0.0545,6.3
4846,True,False,0.5041,-0.6
4847,True,False,0.7745,0.3
4848,True,False,0.7549,0.5
4849,True,False,0.4415,0.5
4850,True,False,0.809,0.2
4851,True,True,0.0419,2.0
4852,True,False,0.1864,4.6
4853,True,False,0.449,-1.0
4854,True,False,0.3225,1.7
4855,True,False,0.2229,-0.7
4856,True,False,0.5569,0.4
4857,True,False,0.1358,3.3
4858,False,True,0.0064,-4.8
4859,True,False,0.1284,-1.8
4860,True,False,0.4474,3.4
4861,True,False,0.7066,0.5
4862,False,True,0.0,-19.4
4863,True,False,0.4164,1.3
4864,False,True,0.0031,-16.1
4865,True,False,0.9275,-0.3
4866,True,True,0.038,3.2
4867,True,False,0.1133,-7.5
4868,True,False,0.0525,0.9
4869,True,False,0.3336,1.6
4870,True,False,0.1978,-1.3
4871,True,False,0.2281,-2.0
4872,False,True,0.0027,-2.3
4873,True,False,0.6621,0.7
4874,True,False,0.3006,-0.6
4875,True,False,0.8547,0.1
4876,True,True,0.0109,2.0
4877,False,True,0.0002,7.9
4878,True,True,0.0444,1.3
4879,True,True,0.0342,3.2
4880,True,False,0.8724,0.3
4881,True,False,0.5763,0.3
4882,True,False,0.1656,-1.4
4883,True,False,0.6837,0.2
4884,True,False,0.5913,-0.7
4885,True,False,0.6781,0.6
4886,True,False,0.61,0.8
4887,False,True,0.0,-69.5
4888,True,False,0.3892,1.2
4889,False,True,0.0,-3.6
4890,True,False,0.2571,-2.6
4891,True,True,0.0143,8.6
4892,True,False,0.6231,-1.3
4893,True,False,0.1537,-0.6
4894,True,True,0.03,0.6
4895,True,False,0.6899,0.3
4896,True,False,0.3599,0.7
4897,False,True,0.0,-34.0
4898,True,False,0.1949,-1.2
4899,True,True,0.0476,2.9
4900,True,False,0.1993,-1.3
4901,True,False,0.1529,1.7
4902,True,True,0.0455,10.2
4903,False,True,0.0006,3.1
4904,True,True,0.0415,1.6
4905,True,False,0.3027,5.4
4906,True,False,0.6048,-0.2
4907,True,False,0.7251,-0.4
4908,True,False,0.523,-0.5
4909,False,True,0.0,-37.8
4910,True,False,0.4009,-0.6
4911,False,True,0.0003,22.0
4912,True,True,0.0122,-1.1
4913,True,False,0.2176,1.1
4914,False,True,0.0,-11.2
4915,True,False,0.2062,1.8
4916,True,False,0.0599,-2.2
4917,True,False,0.7713,4.2
4918,True,False,0.3511,1.4
4919,True,False,0.4179,-1.3
4920,True,False,0.1436,1.3
4921,True,False,0.8991,-0.2
4922,True,False,0.8827,0.1
4923,True,False,0.6535,-0.1
4924,True,False,0.4421,0.8
4925,True,True,0.0106,-4.0
4926,True,False,0.2509,1.1
4927,False,True,0.0003,-3.2
4928,False,True,0.0,-26.2
4929,True,False,0.0894,0.5
4930,True,False,0.5994,1.1
4931,True,False,0.7264,0.3
4932,True,False,0.3639,-1.7
4933,False,True,0.0,-17.2
4934,True,False,0.1748,2.1
4935,False,True,0.0006,2.0
4936,True,False,0.2703,2.4
4937,True,False,0.8293,-0.2
4938,False,True,0.0,-79.5
4939,True,False,0.0988,3.3
4940,True,True,0.0315,-4.6
4941,True,False,0.6426,0.5
4942,True,True,0.049,-6.0
4943,True,False,0.2149,2.2
4944,True,False,0.1966,-1.0
4945,False,True,0.0041,7.4
4946,True,False,0.8486,0.1
4947,True,True,0.0098,1.9
4948,True,False,0.8636,-0.4
4949,False,True,0.0,-17.3
4950,True,False,0.7981,-0.4
4951,True,False,0.6381,0.7
4952,True,False,0.2383,1.4
4953,True,False,0.6407,0.7
4954,True,False,0.0983,1.4
4955,True,False,0.6625,0.7
4956,True,False,0.2205,1.1
4957,True,False,0.1115,2.0
4958,True,False,0.3097,-1.0
4959,True,False,0.1487,2.7
4960,False,True,0.0051,4.5
4961,True,False,0.1505,0.6
4962,True,True,0.0389,7.3
4963,True,False,0.5265,0.6
4964,True,False,0.1423,1.9
4965,False,True,0.0,-72.4
4966,True,False,0.4203,1.3
4967,True,False,0.8706,0.2
4968,True,True,0.0207,-3.0
4969,True,False,0.2954,0.8
4970,True,False,0.3462,-1.3
4971,True,False,0.0827,-4.6
4972,True,False,0.2295,-1.6
4973,True,False,0.4798,-1.3
4974,True,False,0.7284,0.4
4975,True,True,0.017,-1.7
4976,True,False,0.3449,0.5
4977,False,True,0.0,3.2
4978,True,False,0.2952,0.8
4979,True,True,0.042,-2.1
4980,True,False,0.7571,-2.6
4981,False,True,0.0,-37.1
4982,False,True,0.0,7.3
4983,True,False,0.5114,-0.6
4984,False,True,0.0008,-5.6
4985,True,False,0.2721,2.1
4986,True,False,0.2686,8.5
4987,True,False,0.2851,2.8
4988,True,False,0.2968,-1.2
4989,True,False,0.8901,-0.2
4990,True,True,0.0302,-2.2
4991,True,False,0.399,0.8
4992,True,False,0.1716,-1.2
4993,True,False,0.7028,0.6
4994,True,False,0.6655,-0.7
4995,True,False,0.1111,3.0
4996,True,False,0.588,-1.0
4997,True,False,0.9765,-0.0
4998,True,False,0.5953,0.8
4999,True,False,0.9077,-0.1
5000,True,False,0.816,-0.2
5001,True,False,0.7597,-0.3
5002,True,False,0.1509,2.7
5003,True,False,0.1308,-1.2
5004,True,False,0.6717,-0.5
5005,True,False,0.3824,2.6
5006,True,False,0.0777,1.7
5007,False,True,0.0,-16.4
5008,True,True,0.0092,13.1
5009,True,False,0.4551,-0.3
5010,True,False,0.6658,-0.5
5011,False,True,0.0038,5.1
5012,False,True,0.0009,4.8
5013,True,False,0.0521,-5.0
5014,True,False,0.2288,1.8
5015,True,True,0.0352,-2.6
5016,True,True,0.0329,-4.9
5017,True,True,0.0284,-1.5
5018,True,False,0.6782,0.2
5019,True,False,0.4811,0.3
5020,False,True,0.0,-5.2
5021,True,True,0.0125,2.8
5022,False,True,0.0,6.1
5023,False,True,0.0012,4.4
5024,True,False,0.1091,-7.4
5025,True,False,0.5468,-0.8
5026,True,False,0.6896,0.6
5027,True,False,0.0507,4.2
5028,False,True,0.0052,-2.8
5029,True,False,0.7321,0.5
5030,True,False,0.8188,-0.1
5031,True,False,0.3863,2.8
5032,True,False,0.396,11.7
5033,False,True,0.0,-25.1
5034,True,False,0.4709,-3.1
5035,True,False,0.5647,0.9
5036,False,True,0.0139,-3.0
5037,True,False,0.635,0.4
5038,True,False,0.9227,0.3
5039,False,True,0.0,-5.8
5040,True,True,0.048,-5.3
5041,False,True,0.0001,-8.4
5042,True,False,0.403,-0.6
5043,True,False,0.2128,-1.7
5044,True,False,0.7602,-1.8
5045,False,True,0.0,-10.9
5046,False,True,0.0,-121.8
5047,True,False,0.7393,0.4
5048,True,False,0.7787,0.5
5049,True,False,0.1736,0.6
5050,False,True,0.0113,4.8
5051,True,False,0.9375,0.1
5052,False,True,0.0,-6.4
5053,False,True,0.0,-34.6
5054,False,True,0.0,-9.2
5055,True,False,0.6694,0.4
5056,False,True,0.0,-86.7
5057,False,True,0.0001,-3.6
5058,True,False,0.5337,1.3
5059,False,True,0.0,7.6
5060,True,False,0.546,-0.6
5061,True,False,0.4992,-0.8
5062,True,False,0.5552,0.4
5063,True,False,0.4992,2.5
5064,True,False,0.36,0.3
5065,True,False,0.5082,0.7
5066,False,True,0.0,-34.2
5067,True,False,0.7154,0.5
5068,True,False,0.1714,2.8
5069,False,True,0.001,-346.6
5070,False,True,0.0,10.7
5071,True,False,0.4252,1.0
5072,True,False,0.2993,-2.2
5073,True,False,0.7798,0.3
5074,True,False,0.8026,0.4
5075,True,True,0.0076,-1.4
5076,True,False,0.0701,-1.5
5077,True,False,0.0846,2.9
5078,False,True,0.0,3.4
5079,True,False,0.3262,-1.4
5080,True,False,0.1349,2.1
5081,True,False,0.4277,-1.5
5082,True,False,0.4323,-1.4
